index,classify,Precursor has a methyltransferase domain,Precursor has a BBD domain,Precursor's Length,Best Boro MT length,Precursor is best Boro MT,Best BBD length,Precursor is best BBD,MT & BBD fused,MT & GGDEF fused,Nearby PF00590 domain,Nearby BoroMT hmm hit,Nearby NMT_1 (DCLFAD) hmm hit,Nearby NMT_2 (YGHP) hmm hit,Nearby PF03819 (MazG) or PF12643 (MazG-like) domain,Best BoroMT score [-log(e-value)],BoroMT score >= 40,BoroMT score >= 30,BoroMT score <= 25,BoroMT score <=15,Best BoroMT hit's PF00590 (TP methyltransferase) score [-log(e-value)],BoroMT hit's PF00590 score >= 35,BoroMT hit's PF00590 score >= 25,Best BoroMT hit's PF03819 (MazG) score [-log(e-value)],BoroMT hit's PF03819 (MazG) score >= 35,BoroMT hit's PF03819 (MazG) score >= 25,BoroMT hit's PF03819 (MazG) score >= 15,BoroMT hit's PF03819 (MazG) score >= 5,Nearby PF07746 (LigA),Nearby BBD hmm hit,PF07746 (LigA) score [-log(e-value)],BBD_A score [-log(e-value)],BBD_B score [-log(e-value)],BBD_old score [-log(e-value)],Precursor within 100 nucleotides of a MT,Precursor within 200 nucleotides of a MT,Precursor within 1000 nucleotides of a MT,Precursor is farther than 3000 nucleotides from a MT,Precursor & MT on same strand,Both BBD and PF00590 domains nearby,Nearby GGDEF,Nearby acetyltransferase,Nearby peptidase,Nearby legionellales hmm hit,Nearby type VI/VII/VIII hmm hit,precursor has a PF00590 (TP methyltransferase) domain,precursors hits the BoroMT hmm,precursor hits the NMT_1 hmm,precursor hits the NMT_2 hmm,precursor has a LigA-like domain (PF07746),precursor hits BBD_A hmm,precursor hits BBD_B hmm,precursor hits BBD_old hmm,precursor hits a legionellales hmm,precursor hits type VI/VII/VIII hmm,precursor hits MT & BBD hmm,precursor hits MT hmm and nearby type 6-8 hmm hit,precursor hits a legionellales & BBD hmm,precursor hits type VI/VII/VIII & BBD hmm,precursor hits a legionellales & MT hmm,precursor hits type VI/VII/VIII & MT hmm,precursor is > 900 AA & hits a BBD hmm,precursor is > 700 AA & hits a BBD hmm,precursor is < 400 AA & hits a BBD hmm,precursor is < 250 AA & hits a BBD hmm,precursor is < 100 AA and hits a BBD hmm,precursor is < 400 AA and hits the type VI/VII/VIII hmm,precursor is < 100 AA and hits a legionellales hmm,FIMO motif 1 present,motif 2,motif 3,motif 4,motif 5,motif 6,motif 7,motif 8,motif 9,motif 10,motif 11,motif 12,motif 13,motif 14,motif 15,motif 16,motif 17,motif 18,motif 19,motif 20,motif 21,motif 22,motif 23,motif 24,motif 25,motif 26,motif 27,Number of motifs present,Occurances of motif 1,motif 2,motif 3,motif 4,motif 5,motif 6,motif 7,motif 8,motif 9,motif 10,motif 11,motif 12,motif 13,motif 14,motif 15,motif 16,motif 17,motif 18,motif 19,motif 20,motif 21,motif 22,motif 23,motif 24,motif 25,motif 26,motif 27,No Motifs,MT distance,core charge,precursor charge,abs(core charge),abs(precursor charge),CORE COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,PRECURSOR count A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point
152,1,0,1,77,260,0,78,1,0,0,1,1,1,1,0,77.79588002,1,1,0,0,13.85387196,0,0,0,0,0,0,0,0,1,0,7.677780705,7.619788758,7.602059991,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,-7,-7,7,7,5,2,8,2,1,5,6,5,0,4,11,5,2,2,3,5,6,2,0,3,0.064935065,0.025974026,0.103896104,0.025974026,0.012987013,0.064935065,0.077922078,0.064935065,0,0.051948052,0.142857143,0.064935065,0.025974026,0.025974026,0.038961039,0.064935065,0.077922078,0.025974026,0,0.038961039,4,14,7,21,30,11,4.242257881,5,2,8,2,1,5,6,5,0,4,11,5,2,2,3,5,6,2,0,3,0.064935065,0.025974026,0.103896104,0.025974026,0.012987013,0.064935065,0.077922078,0.064935065,0,0.051948052,0.142857143,0.064935065,0.025974026,0.025974026,0.038961039,0.064935065,0.077922078,0.025974026,0,0.038961039,4,14,7,21,30,11,4.242257881
153,1,0,1,191,264,0,108,0,0,0,1,1,1,1,0,94.06048075,1,1,0,0,24.48148606,0,0,0,0,0,0,0,1,1,5.795880017,14.20760831,9.552841969,14.56863624,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006,-2,-3,2,3,24,15,4,2,1,7,17,4,2,5,11,2,3,0,4,7,3,0,3,6,0.2,0.125,0.033333333,0.016666667,0.008333333,0.058333333,0.141666667,0.033333333,0.016666667,0.041666667,0.091666667,0.016666667,0.025,0,0.033333333,0.058333333,0.025,0,0.025,0.05,3,21,17,38,53,10,5.297189522,28,26,13,3,2,9,21,7,2,5,19,3,7,2,6,10,10,2,3,13,0.146596859,0.136125654,0.068062827,0.015706806,0.010471204,0.047120419,0.109947644,0.036649215,0.010471204,0.02617801,0.09947644,0.015706806,0.036649215,0.010471204,0.031413613,0.052356021,0.052356021,0.010471204,0.015706806,0.068062827,7,34,29,63,79,20,5.292471886
154,1,0,1,98,274,0,99,1,0,0,1,1,1,1,0,102.60206,1,1,0,0,17.74472749,0,0,0,0,0,0,0,0,1,0,9.886056648,15.27572413,15.95860731,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179,-10,-10,10,10,10,5,9,3,3,7,12,5,3,4,8,3,4,1,3,9,4,0,0,5,0.102040816,0.051020408,0.091836735,0.030612245,0.030612245,0.071428571,0.12244898,0.051020408,0.030612245,0.040816327,0.081632653,0.030612245,0.040816327,0.010204082,0.030612245,0.091836735,0.040816327,0,0,0.051020408,1,21,8,29,36,13,4.329619408,10,5,9,3,3,7,12,5,3,4,8,3,4,1,3,9,4,0,0,5,0.102040816,0.051020408,0.091836735,0.030612245,0.030612245,0.071428571,0.12244898,0.051020408,0.030612245,0.040816327,0.081632653,0.030612245,0.040816327,0.010204082,0.030612245,0.091836735,0.040816327,0,0,0.051020408,1,21,8,29,36,13,4.329619408
155,1,0,1,191,281,0,192,1,0,0,1,1,1,1,0,98.88605665,1,1,0,0,22.30980392,0,0,0,0,0,0,0,0,1,0,0,0,14.16115091,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7188,2,6,2,6,16,16,11,0,0,5,9,7,2,3,17,4,3,4,2,6,4,1,3,7,0.133333333,0.133333333,0.091666667,0,0,0.041666667,0.075,0.058333333,0.016666667,0.025,0.141666667,0.033333333,0.025,0.033333333,0.016666667,0.05,0.033333333,0.008333333,0.025,0.058333333,8,20,20,40,53,10,6.960923576,27,23,16,0,0,9,12,13,6,5,28,5,6,5,2,9,10,1,5,9,0.141361257,0.120418848,0.083769634,0,0,0.047120419,0.062827225,0.068062827,0.031413613,0.02617801,0.146596859,0.02617801,0.031413613,0.02617801,0.010471204,0.047120419,0.052356021,0.005235602,0.02617801,0.047120419,11,28,28,56,88,19,7.036519432
156,1,0,1,214,491,0,491,0,1,0,1,1,1,1,0,78.95860731,1,1,0,0,18.92081875,0,0,0,0,0,0,0,0,1,0,0,9.537602002,5.214670165,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6666,-3,-5,3,5,22,7,10,1,1,2,5,10,1,9,14,4,1,3,11,4,4,0,1,10,0.183333333,0.058333333,0.083333333,0.008333333,0.008333333,0.016666667,0.041666667,0.083333333,0.008333333,0.075,0.116666667,0.033333333,0.008333333,0.025,0.091666667,0.033333333,0.033333333,0,0.008333333,0.083333333,4,15,11,26,66,8,4.807919502,34,14,18,2,1,3,14,18,5,12,27,8,3,7,14,5,9,1,3,16,0.158878505,0.065420561,0.08411215,0.009345794,0.004672897,0.014018692,0.065420561,0.08411215,0.023364486,0.056074766,0.126168224,0.037383178,0.014018692,0.03271028,0.065420561,0.023364486,0.042056075,0.004672897,0.014018692,0.074766355,11,32,22,54,110,14,4.94808445
157,1,0,1,70,269,0,71,1,0,0,1,1,1,1,1,92.74472749,1,1,0,0,23.13667714,0,0,0,0,0,0,0,1,1,3.585026652,12.25181197,7.124938737,17.43179828,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,-4,-4,4,4,9,0,7,4,1,3,5,3,1,4,10,7,3,1,1,5,3,0,2,1,0.128571429,0,0.1,0.057142857,0.014285714,0.042857143,0.071428571,0.042857143,0.014285714,0.057142857,0.142857143,0.1,0.042857143,0.014285714,0.014285714,0.071428571,0.042857143,0,0.028571429,0.014285714,3,12,7,19,30,8,4.541230965,9,0,7,4,1,3,5,3,1,4,10,7,3,1,1,5,3,0,2,1,0.128571429,0,0.1,0.057142857,0.014285714,0.042857143,0.071428571,0.042857143,0.014285714,0.057142857,0.142857143,0.1,0.042857143,0.014285714,0.014285714,0.071428571,0.042857143,0,0.028571429,0.014285714,3,12,7,19,30,8,4.541230965
158,1,0,0,298,443,0,443,0,1,0,1,1,1,1,0,96.30980392,1,1,0,0,16.69897,0,0,0,0,0,0,0,0,1,0,0,8.744727495,10.65757732,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,75,-14,-15,14,15,16,0,4,3,0,1,16,4,0,2,11,6,0,0,6,9,23,1,2,16,0.133333333,0,0.033333333,0.025,0,0.008333333,0.133333333,0.033333333,0,0.016666667,0.091666667,0.05,0,0,0.05,0.075,0.191666667,0.008333333,0.016666667,0.133333333,3,20,6,26,49,32,4.077083778,33,0,10,18,0,12,18,25,0,10,24,13,1,8,18,27,43,5,7,26,0.110738255,0,0.033557047,0.060402685,0,0.040268456,0.060402685,0.083892617,0,0.033557047,0.080536913,0.043624161,0.003355705,0.026845638,0.060402685,0.090604027,0.144295302,0.016778523,0.023489933,0.087248322,20,28,13,41,119,70,4.292048836
159,1,0,0,312,437,0,437,0,1,0,1,1,1,1,0,94.61978876,1,1,0,0,16.1426675,0,0,0,0,0,0,0,0,1,0,6.455931956,0,7.698970004,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,-13,-20,13,20,17,0,3,3,0,2,14,6,0,4,5,4,3,1,6,6,26,1,0,19,0.141666667,0,0.025,0.025,0,0.016666667,0.116666667,0.05,0,0.033333333,0.041666667,0.033333333,0.025,0.008333333,0.05,0.05,0.216666667,0.008333333,0,0.158333333,2,17,4,21,54,32,4.050028419,28,0,9,23,0,14,18,25,0,11,18,7,7,10,17,30,48,5,11,31,0.08974359,0,0.028846154,0.073717949,0,0.044871795,0.057692308,0.080128205,0,0.03525641,0.057692308,0.022435897,0.022435897,0.032051282,0.054487179,0.096153846,0.153846154,0.016025641,0.03525641,0.099358974,26,27,7,34,120,78,4.050028419
160,1,0,0,312,437,0,437,0,1,0,1,1,1,1,0,94.79588002,1,1,0,0,16.35654732,0,0,0,0,0,0,0,0,1,0,6.455931956,0,7.657577319,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,-13,-20,13,20,17,0,2,3,0,2,15,6,0,4,5,4,3,1,6,6,26,1,0,19,0.141666667,0,0.016666667,0.025,0,0.016666667,0.125,0.05,0,0.033333333,0.041666667,0.033333333,0.025,0.008333333,0.05,0.05,0.216666667,0.008333333,0,0.158333333,2,17,4,21,54,32,4.050028419,28,0,8,23,0,14,19,25,0,11,18,7,7,10,17,30,48,5,11,31,0.08974359,0,0.025641026,0.073717949,0,0.044871795,0.060897436,0.080128205,0,0.03525641,0.057692308,0.022435897,0.022435897,0.032051282,0.054487179,0.096153846,0.153846154,0.016025641,0.03525641,0.099358974,26,27,7,34,120,78,4.050028419
161,1,0,0,312,443,0,443,0,1,0,1,1,1,1,0,95.69897,1,1,0,0,16.92081875,0,0,0,0,0,0,0,0,1,0,7,0,9.397940009,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,8,0,0,0,44,-13,-16,13,16,16,0,4,4,0,1,15,3,0,2,9,6,1,0,6,10,24,1,1,17,0.133333333,0,0.033333333,0.033333333,0,0.008333333,0.125,0.025,0,0.016666667,0.075,0.05,0.008333333,0,0.05,0.083333333,0.2,0.008333333,0.008333333,0.141666667,2,19,6,25,48,34,4.050028419,35,0,11,19,0,12,18,28,0,10,22,13,3,9,19,29,42,5,8,29,0.112179487,0,0.03525641,0.060897436,0,0.038461538,0.057692308,0.08974359,0,0.032051282,0.070512821,0.041666667,0.009615385,0.028846154,0.060897436,0.092948718,0.134615385,0.016025641,0.025641026,0.092948718,22,29,13,42,127,71,4.216282463
162,1,0,0,298,443,0,443,0,1,0,1,1,1,1,0,96.30980392,1,1,0,0,16.69897,0,0,0,0,0,0,0,0,1,0,0,8.744727495,10.60205999,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,75,-14,-15,14,15,16,0,4,3,0,1,16,4,0,2,11,6,0,0,6,9,23,1,2,16,0.133333333,0,0.033333333,0.025,0,0.008333333,0.133333333,0.033333333,0,0.016666667,0.091666667,0.05,0,0,0.05,0.075,0.191666667,0.008333333,0.016666667,0.133333333,3,20,6,26,49,32,4.077083778,33,0,10,18,0,12,18,24,0,10,24,13,1,8,18,28,43,5,7,26,0.110738255,0,0.033557047,0.060402685,0,0.040268456,0.060402685,0.080536913,0,0.033557047,0.080536913,0.043624161,0.003355705,0.026845638,0.060402685,0.093959732,0.144295302,0.016778523,0.023489933,0.087248322,20,28,13,41,118,71,4.292048836
163,1,0,0,299,536,0,536,0,1,0,1,1,1,1,0,93.28399666,1,1,0,0,17.30103,0,0,0,0,0,0,0,0,1,0,0,0,5.522878745,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-12,-18,12,18,14,1,3,4,0,8,16,7,0,6,2,6,0,2,4,9,15,1,2,20,0.116666667,0.008333333,0.025,0.033333333,0,0.066666667,0.133333333,0.058333333,0,0.05,0.016666667,0.05,0,0.016666667,0.033333333,0.075,0.125,0.008333333,0.016666667,0.166666667,5,19,7,26,49,24,4.168083,26,1,11,23,0,14,18,25,0,15,10,10,5,13,13,33,33,6,9,34,0.086956522,0.003344482,0.036789298,0.076923077,0,0.046822742,0.060200669,0.08361204,0,0.050167224,0.033444816,0.033444816,0.016722408,0.043478261,0.043478261,0.110367893,0.110367893,0.02006689,0.030100334,0.113712375,28,29,11,40,115,66,4.089986229
164,1,0,0,307,435,0,435,0,1,0,1,1,1,1,0,94.11350927,1,1,0,0,16.63827216,0,0,0,0,0,0,0,0,1,0,7.585026652,0,8.585026652,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,-13,-22,13,22,11,1,4,2,1,3,13,5,1,6,5,2,3,0,7,6,28,1,0,21,0.091666667,0.008333333,0.033333333,0.016666667,0.008333333,0.025,0.108333333,0.041666667,0.008333333,0.05,0.041666667,0.016666667,0.025,0,0.058333333,0.05,0.233333333,0.008333333,0,0.175,1,17,3,20,51,34,4.050028419,20,1,12,18,1,14,15,26,1,13,15,3,7,7,19,34,51,5,11,34,0.06514658,0.003257329,0.039087948,0.058631922,0.003257329,0.045602606,0.048859935,0.084690554,0.003257329,0.042345277,0.048859935,0.009771987,0.022801303,0.022801303,0.061889251,0.110749186,0.166123779,0.016286645,0.035830619,0.110749186,23,27,4,31,115,85,4.050028419
165,1,0,0,308,451,0,451,0,1,0,1,1,1,1,0,95.69897,1,1,0,0,17.13667714,0,0,0,0,0,0,0,0,1,0,0,7.283996656,9.397940009,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,7,0,0,0,45,-13,-15,13,15,16,0,4,4,0,1,15,4,0,2,10,6,1,0,6,10,22,1,2,16,0.133333333,0,0.033333333,0.033333333,0,0.008333333,0.125,0.033333333,0,0.016666667,0.083333333,0.05,0.008333333,0,0.05,0.083333333,0.183333333,0.008333333,0.016666667,0.133333333,3,19,6,25,49,32,4.050028419,36,1,11,19,0,12,17,27,0,10,22,12,3,9,18,29,41,5,8,28,0.116883117,0.003246753,0.035714286,0.061688312,0,0.038961039,0.055194805,0.087662338,0,0.032467532,0.071428571,0.038961039,0.00974026,0.029220779,0.058441558,0.094155844,0.133116883,0.016233766,0.025974026,0.090909091,22,28,13,41,126,70,4.239984322
166,1,0,0,311,451,0,451,0,1,0,1,1,1,1,0,95.43179828,1,1,0,0,16.18708664,0,0,0,0,0,0,0,0,1,0,6.568636236,0,8.698970004,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,51,-7,-14,7,14,12,6,5,3,0,2,12,7,1,4,5,3,6,0,4,4,26,1,1,18,0.1,0.05,0.041666667,0.025,0,0.016666667,0.1,0.058333333,0.008333333,0.033333333,0.041666667,0.025,0.05,0,0.033333333,0.033333333,0.216666667,0.008333333,0.008333333,0.15,2,17,9,26,52,30,4.503205681,29,6,11,16,0,14,15,30,1,11,16,5,8,10,12,38,47,5,8,29,0.093247588,0.019292605,0.035369775,0.051446945,0,0.045016077,0.048231511,0.096463023,0.003215434,0.035369775,0.051446945,0.01607717,0.025723473,0.032154341,0.038585209,0.122186495,0.151125402,0.01607717,0.025723473,0.093247588,23,26,11,37,123,85,4.222421074
167,1,0,0,558,393,0,393,0,1,0,1,1,1,1,0,92.92081875,1,1,0,0,17.67778071,0,0,0,0,0,0,0,0,1,0,4.823908741,0,8.853871964,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,35,0,0,0,0,0,0,0,1,1,2,2,0,24,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,61,-2,-37,2,37,7,0,3,15,0,5,0,11,0,4,7,1,0,3,5,13,21,2,5,18,0.058333333,0,0.025,0.125,0,0.041666667,0,0.091666667,0,0.033333333,0.058333333,0.008333333,0,0.025,0.041666667,0.108333333,0.175,0.016666667,0.041666667,0.15,10,3,1,4,47,34,4.050028419,35,2,26,39,2,26,16,45,0,18,36,3,7,17,34,49,112,8,23,60,0.062724014,0.003584229,0.046594982,0.069892473,0.003584229,0.046594982,0.028673835,0.080645161,0,0.032258065,0.064516129,0.005376344,0.012544803,0.03046595,0.0609319,0.08781362,0.200716846,0.014336918,0.041218638,0.107526882,48,42,5,47,201,161,4.050028419
168,1,0,0,558,382,0,382,0,1,0,1,1,1,1,0,93,1,1,0,0,17.00877392,0,0,0,0,0,0,0,0,1,0,9.091514981,0,12.79588002,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,-4,-26,4,26,12,0,4,10,0,4,1,10,0,4,10,1,0,2,5,18,15,2,5,17,0.1,0,0.033333333,0.083333333,0,0.033333333,0.008333333,0.083333333,0,0.033333333,0.083333333,0.008333333,0,0.016666667,0.041666667,0.15,0.125,0.016666667,0.041666667,0.141666667,9,5,1,6,53,33,4.050028419,50,1,28,33,1,26,7,49,2,24,35,6,8,14,28,68,91,8,22,57,0.089605735,0.001792115,0.050179211,0.059139785,0.001792115,0.046594982,0.012544803,0.08781362,0.003584229,0.043010753,0.062724014,0.010752688,0.014336918,0.025089606,0.050179211,0.121863799,0.163082437,0.014336918,0.039426523,0.102150538,44,35,7,42,223,159,4.050028419
169,1,0,0,567,382,0,382,0,1,0,1,1,1,1,0,93,1,1,0,0,17.00877392,0,0,0,0,0,0,0,0,1,0,9.091514981,0,12.79588002,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,-3,-25,3,25,11,0,4,9,0,4,0,10,0,4,10,1,0,2,5,19,15,2,6,18,0.091666667,0,0.033333333,0.075,0,0.033333333,0,0.083333333,0,0.033333333,0.083333333,0.008333333,0,0.016666667,0.041666667,0.158333333,0.125,0.016666667,0.05,0.15,10,4,1,5,53,34,4.050028419,50,1,28,33,1,26,8,50,3,24,36,7,8,16,28,70,91,8,22,57,0.088183422,0.001763668,0.049382716,0.058201058,0.001763668,0.045855379,0.014109347,0.088183422,0.005291005,0.042328042,0.063492063,0.012345679,0.014109347,0.028218695,0.049382716,0.12345679,0.160493827,0.014109347,0.038800705,0.100529101,46,36,8,44,225,161,4.050028419
170,1,0,0,298,443,0,443,0,1,0,1,1,1,1,0,95.16749109,1,1,0,0,17.45593196,0,0,0,0,0,0,0,0,1,0,0,9.22184875,8.48148606,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,43,-11,-17,11,17,21,1,4,3,1,2,12,4,0,4,11,4,0,2,7,9,19,1,2,13,0.175,0.008333333,0.033333333,0.025,0.008333333,0.016666667,0.1,0.033333333,0,0.033333333,0.091666667,0.033333333,0,0.016666667,0.058333333,0.075,0.158333333,0.008333333,0.016666667,0.108333333,5,16,5,21,53,28,4.050028419,37,1,9,22,1,14,16,23,0,12,23,7,2,10,18,31,36,5,8,23,0.124161074,0.003355705,0.030201342,0.073825503,0.003355705,0.046979866,0.053691275,0.077181208,0,0.040268456,0.077181208,0.023489933,0.006711409,0.033557047,0.060402685,0.104026846,0.120805369,0.016778523,0.026845638,0.077181208,23,25,8,33,120,67,4.050028419
171,1,0,0,309,451,0,451,0,1,0,1,1,1,1,0,95.48148606,1,1,0,0,16.00436481,0,0,0,0,0,0,0,0,1,0,7.958607315,0,8.180456064,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,50,-6,-11,6,11,12,6,4,3,0,2,12,7,1,4,5,3,6,0,4,2,27,1,2,19,0.1,0.05,0.033333333,0.025,0,0.016666667,0.1,0.058333333,0.008333333,0.033333333,0.041666667,0.025,0.05,0,0.033333333,0.016666667,0.225,0.008333333,0.016666667,0.158333333,3,16,9,25,53,29,4.587668419,31,6,9,17,0,13,15,28,1,10,17,6,8,8,12,35,45,5,10,33,0.100323625,0.019417476,0.029126214,0.055016181,0,0.042071197,0.048543689,0.090614887,0.003236246,0.03236246,0.055016181,0.019417476,0.025889968,0.025889968,0.038834951,0.113268608,0.145631068,0.01618123,0.03236246,0.106796117,23,24,12,36,127,80,4.385435295
